TEMA,LOCAL,ESTADO,CATEGORIA,STATUS,DESCRICAO,CASOS_POR_DIA,DATA,ANO,MES,ANO_MES
BENEFÍCIOS DO CARTÃO NÃO FUNCIONA COM CARTÃO EM APROXIMAÇÃO,CAMPINAS - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'PROPAGANDA ENGANOSA', 'PROPAGANDA ENGANOSA']",NÃO RESPONDIDA,"No dia 02/09/22 fui até o Pão de Açúcar e quanto fui realizar o pagamento com o benefícios do meu cartão, fui informada que o 20% de desconto não seria aplicado com o cartão por aproximação, somente o físico .  Perguntei pra o caixa é ela não soube me responder, disse que não estava sendo aplicado mas não tinha mais informações. Gostaria de saber qual a explicação para isso. ",14,2022-03-09,2022,3,2022-03
PROPAGANDA ENGANOSA,DIADEMA - SP,SP,"['PROPAGADA ENGANOSA', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR']",RESOLVIDO,"Fiz uma compra pelo aplicativo, paguei tudo certinho. Aí me enviaram mensagem pelo WhatsApp informando que não tinha alguns produtos, 2 deles foram substituídos, já o papel higiênico folha tripla que comprei, disseram que não tinha aí me ofereceram folha dupla, sendo que é o mesmo valor do que eu paguei, só que deveriam enviar pelo menos o pacote de 16 rolos, pois comprei folha tripla com 12 rolos, e o justo seria o de 16 rolos!!! Pois comprei folha tripla!!! Isso foi no Pão de Açúcar de Sorocaba ",14,2022-03-09,2022,3,2022-03
CADASTRO INCORRETO,SANTANA DE PARNAÍBA - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO']",RESOLVIDO,"Alguém está usando meu CPF no aplicativo,  não consigo alterar dados, e-mail e telefone cadastrados não são meus",14,2022-03-09,2022,3,2022-03
RECUSA DE VENDA DE UMA UNIDADE DO ACTIMUNE,GUARULHOS - SP,SP,"['PÃO DE AÇÚCAR', 'HIPERMERCADOS']",NÃO RESPONDIDA,"Segundo a gerente do Minuto pão de açúcar,  somente posso comprar o pac fechado do Actimune,  isso não está no código de defesa do consumidor,  já que cada unidade tem seu códigos de barras e o estabelecimento não é atacadista ",14,2022-03-09,2022,3,2022-03
SITE FALSO PÃO DE AÇÚCAR,RIO DE JANEIRO - RJ,RJ,"['SUPERMERCADOS', 'NÃO ENCONTREI MEU PROBLEMA', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS', 'PÃO DE AÇÚCAR']",RESPONDIDA,"Comprei um guarda roupa no site que, aparentemente, era do pão de açúcar (compra realizada dia 17/07). Fiz o pagamento via pix para Martins Henrique dos santos Laranjeiras, no cpf: ***.893.708.**, mas até hoje não recebi o meu produto. Não consigo contato pelo e-mail de confirmação que me foi enviado. Não tem meio telefônico. Só queria o meu produto ou dinheiro de volta.",14,2022-03-09,2022,3,2022-03
PROPAGANDA ENGANOSA - ENTREGA EXPRESS,RIO DE JANEIRO - RJ,RJ,"['PROPAGADA ENGANOSA', 'SUPERMERCADOS', 'PÃO DE AÇÚCAR']",NÃO RESPONDIDA,"Fiz uma compra no App do Pão de Açúcar a fim de utilizar os benefícios do meu cartão Pão de Açúcar. Costumo pedir em outros aplicativos de delivery de compras e resolvi usar pela primeira vez o do Pão de Açúcar. Para minha surpresa, não obtive frete grátis como havia sido prometido na contratação do cartão. E, para piorar, paguei 14,90 numa ""entrega express"" que não foi entregue no prazo informado no aplicativo.A entrega express, segundo o Pão de Açúcar, é indicada para quem tem urgência na entrega e promete entregar em 2 horas! Fiz o pedido 29341999 às 13:38h e minha entrega deveria ter sido entregue entre 16h e 18h do dia 03/09/2022 e simplesmente já são 20:04h e não chegou. São mais de 2 horas de atraso e nem sei quando irá chegar. Não posso sair de casa devido ao atraso da entrega. Já liguei pro telefone do Pão de Açúcar e me informaram que teria 30 minutos de tolerância, mas também já se passaram.Desse modo, essa propaganda é enganosa, uma vez que dá a entender que o consumidor receberá em 2 horas ou, pelo menos, no prazo informado pelo aplicativo. Não é certo que o cliente seja tratado dessa forma.",14,2022-03-09,2022,3,2022-03
USARAM MEUS PONTOS NO CAIXA DO PÃO DE AÇÚCAR,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO DO PRESTADOR DE SERVIÇO', 'PONTOS']",RESPONDIDA,"No dia 26/06 utilizaram 33.412 pontos da Stix no caixa do Pão de Açúcar e até o momento meus pontos não foram devolvidos. Mais de 30 dias se passaram e não tive retorno. Já liguei diversas vezes para  Stix e Pão de Açúcar e nada foi resolvido. Uma falha gigante de segurança na utilização dos pontos que além de não ser de minha responsabilidade , gera insegurança, pois pode acontecer novamente , ao menos que o caixa sempre confira o documento na hora da utilização. Fato é que estou há mais de 30 dias sem poder utilizar meus pontos (dinheiro meu). Protocolo de hoje 01/08/22 foi 3364360.  Aguardo retorno o mais breve possível ",21,2022-04-08,2022,4,2022-04
PROPAGANDA ENGANOSA,SÃO PAULO - SP,SP,"['DIVERGÊNCIA DE VALORES', 'PÃO DE AÇÚCAR', 'SUPERMERCADOS']",NÃO RESOLVIDO,"Fazendo uma busca por Leite Desnatado, encontrei vários anuncios no google shopping do Leite Italac por 5,59, quando clicava no link aparecia o preço com desconto porém, quando colocava o produto no carrinho, o valor ia pra 6,99. Pois bem, reclamei nas redes sociais e depois de quase uma semana, me ligaram pedindo mais informações (dia 31/07) e me disseram que iriam me enviar um cupom de desconto no dia seguinte, por email.. até agora não recebi nada e ninguém me responde no direct da empresa. Só quero o desconto que me foi prometido.",21,2022-04-08,2022,4,2022-04
CARNE ESTRAGADA,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESPONDIDA,"Boa noite! Fiz algumas compras no Pão de Açúcar do shopping Iguatemi da  Faria Lima a alguns minutos atrás, quando cheguei em casa fui abrir a carne para preparar para o jantar e a carne estava com um cheiro insuportável de podre! De acordo com a embalagem a carne está na validade mas o cheiro de podre não condiz!  Fico indignada que coisas desse tipo ainda aconteça e ainda mais com uma rede de supermercados como o Pão de Açúcar!  Isso é colocar a saúde das pessoas em risco! Fiquei sem meu jantar e de brinde ganhei um mal cheiro insuportável na minha cozinha! Sim, a carne realmente está muito fedida!Inclusive fiz video, pena conseguir anexar aqui! ",21,2022-04-08,2022,4,2022-04
PEDIDO EM PROMOÇÃO CANCELADO PELA SEGUNDA VEZ,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",EM RÉPLICA,"Pela segunda vez tento comprar a cerveja Lefe na promoção de 50% do Pão de Açúcar online, e pela segunda vez, faço o pedido, efetuo o pagamento e o mercado cancela por falta de estoque. Poderiam melhorar a experiência do cliente ou se comprometer a entregar o que foi vendido pelo preço que foi ofertado.",21,2022-04-08,2022,4,2022-04
PUBLICIDADE ENGANOSA,SALVADOR - BA,BA,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROPAGANDA ENGANOSA']",EM RÉPLICA,"Comprei produtos pelo app Pão de Açúcar no dia 02/08/2022. Pedido: 22814761, retirada em loja. Paguei pelo cartão de crédito, o pagamento foi autorizado, inclusive minha fatura já fechou e já realizei o pagamento da mesma; Porém hoje 04/08/2022  fui a loja do Shopping da Bahia e me avisaram que o produto estava indisponível.Saliento que vender um produto que não tem em estoque configura publicidade enganosa. O consumidor compra um item na esperança de recebê-lo de forma segura e rápida e acaba se deparando com irresponsabilidade da empresa.o Art. 35 do Código de Defesa do Consumidor - Lei 8078/90 diz :CDC - Lei n 8.078 de 11 de Setembro de 1990Art. 35. Se o fornecedor de produtos ou serviços recusar cumprimento à oferta, apresentação ou publicidade, o consumidor poderá, alternativamente e à sua livre escolha:I - exigir o cumprimento forçado da obrigação, nos termos da oferta, apresentação ou publicidade;II - aceitar outro produto ou prestação de serviço equivalente;III - rescindir o contrato, com direito à restituição de quantia eventualmente antecipada, monetariamente atualizada, e a perdas e danos.Sendo assim, eu quero o cumprimento da obrigação como consta no Art. 35-I do CDC.Um completo descaso desse não paga o tempo perdido e o desgaste de energia para realizar a compra, ir a loja, pagar estacionamento pois fica dentro de um Shopping. Sem contar que a gente tem emoção, expectativa e ansiedade ao realizar uma compra para utilizar os produtos.Ao anunciar a venda de determinado produto, a empresa deve especificar o número de itens na loja. Assim que estes acabarem devem retirar os anúncios e informar os clientes da falta deles em estoque. E não avisar depois de receber o pagamento do cliente, isso não esta correto.",21,2022-04-08,2022,4,2022-04
ATRASO NA ENTREGA DE PRODUTOS FALTANTES. FEITAS 3 RECLAMAÇÕES E DEPOIS DE 4 DIAS AINDA NÃO RECEBI OS PRODUTOS.,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'ENTREGA FALTANDO ITENS']",RESOLVIDO,"Fiz compra dia 31 de julho a ser entregue das 14 às 16 horas do dia 01 de Agosto.Depois das 18 horas a compra sequer havia sido separada e entregaram às 22 horas, com itens faltantes. Reclamei a falta dos itens e estou aguardando a entrega dos mesmos. Já fiz 3 reclamações e a loja não me entrega os produtos. Loja da compra número 2438, da Av Presidente Wilson, 94, Santos. Números de protocolos de atendimento das reclamações: 3376308, 3379952 e 3382656. Hoje é dia 04 de Agosto e os produtos não foram entregues.",21,2022-04-08,2022,4,2022-04
SOFRI GORDOFOBIA E HOMOFOBIA,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'NÃO ENCONTREI MEU PROBLEMA', 'HIPERMERCADOS', 'MAU ATENDIMENTO']",EM RÉPLICA,"Fui entregar currículo 1 atendente disse que pessoas do meu tamanho tipo de corpo não podem trabalhar,e disse que lugar de gay é na parada gayPorém eu só peso 85 kilod e tenho 1,72 de altura nem sou tão gordo assim,fora o fato de eu ser gay ou não,não é importante estarei lá para trabalhar e não para arrumar namorado,Eu preciso arrumar emprego urgente estou passando necessidade e etc Já levei o caso ma justiça mas infelizmente nem mesmo com os áudios em mãos nem mesmo assim Brasil não existe lei mesmo ",21,2022-04-08,2022,4,2022-04
RESGATE INDEVIDO,JOÃO PESSOA - PB,PB,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PONTOS']",RESOLVIDO,"Ao acessar minha conta Stix verifiquei que minha pontuação (mais de 11 mil pontos) havia sido resgatada (em um outro Estado - PRINT EM ANEXO).Entrei em contato com o atendimento via chat do Stix, mandei o print da informação do resgate e questionei o caso. Foi aberto um protocolo (220803-000473) e recebi a informação que o caso seria passado ao setor competente e o prazo para resolução seria de 30 DIAS (30 dias ?????)O resgate foi realizado em outro Estado (SP) e moro em João Pessoa/PB. Isso é tão difícil de verificar ??Ainda por cima fui questionado pelo atendente se eu não teria passado meu CPF para acumulo de pontos ou minha senha de acesso para outras pessoas. Absurdo!!!Se entro em contato para realizar uma reclamação sobre um caso que eu não tinha conhecimento e me senti [Editado pelo Reclame Aqui] por isso, como poderia ser ""questionado"" se tinha passado informações confidenciais para uma terceiro ?",21,2022-04-08,2022,4,2022-04
FURTO DE STIX COM O USO DOS MEUS DADOS DE FORMA [EDITADO PELO RECLAME AQUI] E INDEVIDA,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PONTOS']",RESOLVIDO,"Tive pontos da minha conta Stix furtados no dia 2/8/22 em lojas do Pão de Açúcar no Guarujá (SP). Registrei a reclamação na Stix e fui informada que o caso irá para análise com retorno previsto em até 30 dias. A ouvidoria do GPA afirma que o problema é com a Stix e não com eles, sendo que a operação [Editado pelo Reclame Aqui] de um sistema frágil ocorreu em suas lojas. Cadê a segurança dos meus dados? E a LGPD? Como fica a credibilidade do programa de fidelidade? Cadê a solução para acabar com a vulnerabilidade do sistema? Essas respostas não podem ser morosas e com respostas protocolares. Sou cliente há mais de 20 anos do Pão de Açúcar. Stix é uma empresa criada por GPA e RaiaDrogasil para ser o primeiro ecossistema de programas de fidelidade do Brasil, conforme consta no próprio site da Stix. Todos precisam responder. Equipe da Stix, aguardo uma resposta urgente, o retorno dos meus pontos na minha carteira e uma forma segura de utilizá-los.  ",21,2022-04-08,2022,4,2022-04
PONTOS RESGATADOS POR TERCEIROS,GOIÂNIA - GO,GO,['PÃO DE AÇÚCAR'],RESOLVIDO,"Tenho acumulado meus pontos Stix, SEMPRE COM COMPRAS PELA DROGASIL e, para minha surpresa, ao consultar o extrato, verifiquei o resgate de pontos, em dois estabelecimentos diferentes, em capitais distintas da que resido, SEM MEU CONHECIMENTO.Impressionada com o descaso das empresas, principalmente em um momento em que vivemos sob a égide da Lei de Proteção de Dados. Como é possível que alguém faça resgates em meu nome, sem a apresentação de qualquer documento pessoal?Espero que o problema seja resolvido e que não volte acontecer, pois caso contrário medidas deverão ser tomadas pela falta de cuidado da empresa na conferência e uso de documentos de terceiros.",21,2022-04-08,2022,4,2022-04
NÃO RECEBI OS STIX. QUE ESTRESSE,BRASÍLIA - DF,DF,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO', 'PONTOS']",NÃO RESOLVIDO,Fiz uma compra dentro do mês e não recebi os stix. Colocaram a compra pro mês seguinte e não me deram os meus stix.  Que estresse!,21,2022-04-08,2022,4,2022-04
[EDITADO PELO RECLAME AQUI]AM PELA SEGUNDA VEZ MEUS STIX AGORA FORAM 9.516 STIX,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO DO PRESTADOR DE SERVIÇO', 'PONTOS']",RESOLVIDO,[Editado pelo Reclame Aqui]am pela segunda vez meus stix agora foram 9.516 stix no caixa do pão de açücar e. da primeira vez que já entrei no reclame aqui [Editado pelo Reclame Aqui]am 10.609 na drogasil!!!! ambos longe da minha casa e locais que não frequentam! Gostaria de saber o que pode estar ocorrendo e como as pessoas tem acesso ao meu cadastro. Outra coisa quero meus stix de volta. obrigada ,21,2022-04-08,2022,4,2022-04
UTILIZAÇÃO INDEVIDA DOS PONTOS - LOJA PÃO DE AÇÚCAR,SÃO PAULO - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'MAU ATENDIMENTO', 'PONTOS']",RESOLVIDO,"No dia 25/06 utilizaram meus pontos da Stix no Pão de Açúcar - 0374, São José, 36 em duas compras -13.899 e -5892 e até o momento meus pontos não foram devolvidos. Abri uma reclamação no mesmo dia e mais de 30 dias se passaram e não tive retorno. Há uma falha de segurança na utilização dos pontos ou vazamento de dados?Obs: nunca estive nessa loja!  Protocolo 220626-000003. Aguardo retorno o mais breve possível.",21,2022-04-08,2022,4,2022-04
NÃO RECEBI O PRODUTO E NAO ESTORNARAM O VALOR HA MAIS DE UM MES!,SÃO PAULO - SP,SP,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'ESTORNO DO VALOR PAGO']",RESPONDIDA,"Fiz uma compra no site que chegou em 05.7.2022, com pagamento via pix. Não recebi 12 itens, no valor total de R$72,00 que havia pago, e junto com a nota fiscal, veio a carta anexa dizendo que nao foram debitados os valores. Como paguei via pix, liguei imediatamente na central para entender, e disseram que ate 10 dias haveria o deposito na minha conta.Passaram-se os 10 dias e nada. Dia 20.07 liguei novamente e disseram que iriam depositar em 5 dias uteis (protocolo 3320114). Nada de devolver meu dinheiro, novamente.Liguei novamente fim do mes de julho e disseram que ate dia 03.08 estaria na minha conta. NADA, NOVAMENTE.Solicito que devolvam meu dinheiro, com correção monetária, pois paguei por algo que nunca recebi e estou há um mês esperando.",21,2022-04-08,2022,4,2022-04
"DELIVERY DO PÃO DE AÇÚCAR HORRÍVEL, SERVIÇO AMADOR, NÃO RECOMENDO.",NITERÓI - RJ,RJ,"['PÃO DE AÇÚCAR', 'SUPERMERCADOS', 'PROBLEMAS COM O ATENDIMENTO', 'PROBLEMA COM ENTREGA DE PRODUTO-COMPRAS']",RESOLVIDO,"O mercado pão de açúcar nos oferece o serviço delivery com entrega agendada, a gente compra contando com o agendamento, aí eles fazem a entrega faltando itens já pagos pelo Pix, e quando entramos em contato para solicitar a solução do problema, os mesmos informam que irão entregar os produtos faltantes 72h  após .. Só pode ser brincadeira deste mercado, não é possível, a gente contando com o prazo e eles fazem isso??? Não recomendo este serviço delivery do pão de açúcar.",21,2022-04-08,2022,4,2022-04
MUDANÇA REGRAS CLIENTE MAIS STIX,BARUERI - SP,SP,"['CLUBES DE COMPRAS E VANTAGENS', 'PÃO DE AÇÚCAR', 'PROPAGANDA ENGANOSA', 'PONTOS']",RESPONDIDA,"Pertenço o Clube Cliente Mais Pao de Açucar desde ao inicio do seu programa. De acordo com minhas compras mensais foi calculada uma missao em compras. O Pao de Açucar alterou as regras e desconsiderouo valor do combustível tornando minha missão impossível de ser alcançada a meses. Ja entrei em contato com o grupo e me informaram que nao poderia alterar. So eles que mudam as regras? Tem que considerar minha média histórica sem o combustível preciso que minha missao retorne aos 2.000 stix. Mudar as regras so pra benefícios deles, é ilegal e imoral  ",21,2022-04-08,2022,4,2022-04
